source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,tfregulons_level
O75030,Q9NRM7,MITF,LATS2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q12955,MITF,ANK3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9UPQ3,MITF,AGAP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O75815,MITF,BCAR3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P11308,MITF,ERG,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P04179,MITF,SOD2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q6H8Q1,MITF,ABLIM2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
O75030,Q8IV08,MITF,PLD3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9BTF0,MITF,THUMPD2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O43524,MITF,FOXO3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P24468,MITF,NR2F2,1,0,0,0,0,0,NA,DoRothEA;PAZAR,C;D
P24468,O75030,NR2F2,MITF,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C;D
O75030,Q01082,MITF,SPTBN1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P40425,O75030,PBX2,MITF,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
O75030,Q9Y303,MITF,AMDHD2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P85037,MITF,FOXK1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O60678,MITF,PRMT3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P51797,MITF,CLCN6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P78524,MITF,ST5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q14687,MITF,GSE1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P58400,MITF,NRXN1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P26367,O75030,PAX6,MITF,1,0,0,1,0,0,NA,DoRothEA;ReMap;RegNetwork;TRED,B
O75030,Q8TEH3,MITF,DENND1A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P55058,MITF,PLTP,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9P2M4,MITF,TBC1D14,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q52LA3,MITF,LIN52,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q9HCE0,MITF,EPG5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q6GQQ9,MITF,OTUD7B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q9H334,MITF,FOXP1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,O75348,MITF,ATP6V1G1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q92993,MITF,KAT5,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O94885,MITF,SASH1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,P13686,MITF,ACP5,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TRRUST,A
O75030,Q9Y6K1,MITF,DNMT3A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P42356,MITF,PI4KA,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q5TB30,MITF,DEPDC1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O95400,MITF,CD2BP2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q6IAA8,MITF,LAMTOR1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q9NQC3,MITF,RTN4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q68CQ4,MITF,DIEXF,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q6IQ23,MITF,PLEKHA7,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P78509,MITF,RELN,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q99755,MITF,PIP5K1A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q8NDN9,MITF,RCBTB1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q86VU5,MITF,COMTD1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q96Q05,MITF,TRAPPC9,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P78560,MITF,CRADD,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9BRQ6,MITF,CHCHD6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9UBW8,MITF,COPS7A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9H204,MITF,MED28,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q86TI0,MITF,TBC1D1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,A
O75030,O14994,MITF,SYN3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O14639,MITF,ABLIM1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O60610,MITF,DIAPH1,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TFactS,A
O75030,Q04726,MITF,TLE3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q5VIR6,MITF,VPS53,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P31629,MITF,HIVEP2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P54762,MITF,EPHB1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96DM3,MITF,RMC1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q6ZVM7,MITF,TOM1L2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q12965,MITF,MYO1E,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,O15118,MITF,NPC1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O60784,MITF,TOM1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8TBX8,MITF,PIP4K2C,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O60563,MITF,CCNT1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P15586,MITF,GNS,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P98160,MITF,HSPG2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9UI12,MITF,ATP6V1H,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q8N1I0,MITF,DOCK4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P09601,MITF,HMOX1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O60309,MITF,LRRC37A3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,P47736,MITF,RAP1GAP,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O43261,MITF,DLEU1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q86UV5,MITF,USP48,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P35580,MITF,MYH10,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O14770,O75030,MEIS2,MITF,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C;D
O75030,O14770,MITF,MEIS2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR,C;D
O75030,P27695,MITF,APEX1,1,1,0,1,1,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR;TFactS,A
O75030,P52655,MITF,GTF2A1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q02218,MITF,OGDH,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9H1U9,MITF,SLC25A51,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P21580,MITF,TNFAIP3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q15654,MITF,TRIP6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q8IXK0,MITF,PHC2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q7Z7C8,MITF,TAF8,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q7Z5A7,MITF,FAM19A5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96DN6,MITF,MBD6,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,O43865,MITF,AHCYL1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9P0L0,MITF,VAPA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9UJW0,MITF,DCTN4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O14972,MITF,DSCR3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q9ULJ6,MITF,ZMIZ1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9H0A8,MITF,COMMD4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,P06865,MITF,HEXA,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q9UPU9,MITF,SAMD4A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q16555,MITF,DPYSL2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q16875,MITF,PFKFB3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P41212,MITF,ETV6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P53805,MITF,RCAN1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O95425,MITF,SVIL,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q13393,MITF,PLD1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O75159,MITF,SOCS5,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P50458,MITF,LHX2,1,0,0,0,0,0,NA,DoRothEA;PAZAR,C;D
P50458,O75030,LHX2,MITF,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C;D
O75030,P41161,MITF,ETV5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96DH6,MITF,MSI2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96EB6,MITF,SIRT1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q96HH4,MITF,TMEM169,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q8WXH0,MITF,SYNE2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,A6NDU8,MITF,C5orf51,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O75051,MITF,PLXNA2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P07858,MITF,CTSB,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
O75030,Q6ZUS6,MITF,CCDC149,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
O75030,P07602,MITF,PSAP,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q14686,MITF,NCOA6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9P265,MITF,DIP2B,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q8IWI9,MITF,MGA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q15154,MITF,PCM1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,O60292,MITF,SIPA1L3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9Y2H0,MITF,DLGAP4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P36776,MITF,LONP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q8TE56,MITF,ADAMTS17,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8IWT0,MITF,ZBTB8OS,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P11717,MITF,IGF2R,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
O75030,Q562E7,MITF,WDR81,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,P54803,MITF,GALC,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,O75691,MITF,UTP20,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q12846,MITF,STX4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q14135,MITF,VGLL4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q3SXM5,MITF,HSDL1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O75152,MITF,ZC3H11A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O14787,MITF,TNPO2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,P54849,MITF,EMP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q14344,MITF,GNA13,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q8IWB9,MITF,TEX2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P18084,MITF,ITGB5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96E11,MITF,MRRF,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q96C11,MITF,FGGY,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q15067,MITF,ACOX1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O00308,MITF,WWP2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR;ReMap,B
O75030,Q5TAT6,MITF,COL13A1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8N122,MITF,RPTOR,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O94875,MITF,SORBS2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8NFD5,MITF,ARID1B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P56524,MITF,HDAC4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
O75030,Q9GZU1,MITF,MCOLN1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q13003,MITF,GRIK3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9UGJ0,MITF,PRKAG2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q92766,MITF,RREB1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q7KZF4,MITF,SND1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q05682,MITF,CALD1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,O43752,MITF,STX6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q5H9R7,MITF,PPP6R3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
O75030,O75845,MITF,SC5D,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q96C45,MITF,ULK4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8NHU2,MITF,CFAP61,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9H3R0,MITF,KDM4C,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
O75030,O00712,MITF,NFIB,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8IZL9,MITF,CDK20,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q7RTS9,MITF,DYM,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;PAZAR,B
O75030,Q96AX1,MITF,VPS33A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q16665,MITF,HIF1A,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TRRUST,A
O75030,Q96QT4,MITF,TRPM7,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q96RU8,MITF,TRIB1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P07355,MITF,ANXA2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P27707,MITF,DCK,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9Y274,MITF,ST3GAL6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O00541,MITF,PES1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,O75962,MITF,TRIO,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8TCU6,MITF,PREX1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q13111,MITF,CHAF1A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,P36959,MITF,GMPR,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q9BWW4,MITF,SSBP3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O15240,MITF,VGF,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O94953,MITF,KDM4B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96SU4,MITF,OSBPL9,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q9NWB1,MITF,RBFOX1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q969F9,MITF,HPS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q5VW32,MITF,BROX,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q96EW2,MITF,HSPBAP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q01196,MITF,RUNX1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8IWF6,MITF,DENND6A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q9H2D1,MITF,SLC25A32,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q96MY1,MITF,NOL4L,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O60315,MITF,ZEB2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,P51798,MITF,CLCN7,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TFactS,A
O75030,O43623,MITF,SNAI2,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TFactS,A
O75030,O94992,MITF,HEXIM1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
O75030,Q9P0J6,MITF,MRPL36,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q12857,MITF,NFIA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9Y3D5,MITF,MRPS18C,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,O14497,MITF,ARID1A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q86VM9,MITF,ZC3H18,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q92545,MITF,TMEM131,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q96EK4,O75030,THAP11,MITF,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
O75030,P23760,MITF,PAX3,1,0,0,0,0,0,NA,DoRothEA;PAZAR,A;D
P23760,O75030,PAX3,MITF,1,1,0,1,1,0,NA,DoRothEA;FANTOM4;TRRUST,A;D
O75030,O00154,MITF,ACOT7,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,B1AJZ9,MITF,FHAD1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P55854,MITF,SUMO3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q5JSZ5,MITF,PRRC2B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q13023,MITF,AKAP6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q13322,MITF,GRB10,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8N4M1,MITF,SLC44A3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q5TZA2,MITF,CROCC,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
O75030,Q9Y2E4,MITF,DIP2C,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q6N022,MITF,TENM4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P24723,MITF,PRKCH,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q86UP9,MITF,LHFPL3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8TEQ0,MITF,SNX29,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B;D
O75030,Q5T1R4,MITF,HIVEP3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9ULH7,MITF,MRTFB,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q7Z553,MITF,MDGA2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P54845,MITF,NRL,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q12765,MITF,SCRN1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;PAZAR,B
O75030,P18564,MITF,ITGB6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q96PZ7,MITF,CSMD1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q07343,MITF,PDE4B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9UKW4,MITF,VAV3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9Y4D1,MITF,DAAM1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P27987,MITF,ITPKB,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,A2RRH5,MITF,WDR27,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q10587,MITF,TEF,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,P09525,MITF,ANXA4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,O00409,MITF,FOXN3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
O75030,Q9P2M7,MITF,CGN,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O75030,Q9NVD7,MITF,PARVA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,P10071,MITF,GLI3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
O75030,Q8WTV0,MITF,SCARB1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q9UPX8,MITF,SHANK2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O75030,Q8TBB5,MITF,KLHDC4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
